nodeid,first,last
tests/test_biotsymmetricelliptic.py::test_the_carried_gaps_reproduce_the_reference_implementation[1e-300-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_gaps_reproduce_the_reference_implementation[1e-300-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_gaps_reproduce_the_reference_implementation[1e-40-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_gaps_reproduce_the_reference_implementation[1e-40-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_gaps_reproduce_the_reference_implementation[1e-40-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_gaps_reproduce_the_reference_implementation[1e-40-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_gaps_reproduce_the_reference_implementation[1e-40-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_scale_is_the_value_it_would_have_been_multiplied_by,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_carried_scale_is_what_keeps_the_near_pole_in_range,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_degenerate_form_taken_as_a_ratio_is_what_this_repairs,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_equal_argument_values_are_exact,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_gaps_quarter_exactly_where_the_subtraction_loses_them,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.001-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.001-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.001-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.001-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.001-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.5-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.5-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.5-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.5-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[0.5-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1.0-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1.0-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1.0-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1.0-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1.0-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-08-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-08-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-08-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-08-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-08-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-100-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-100-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-100-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-100-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-100-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-16-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-16-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-16-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-16-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-16-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-300-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-300-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-300-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-300-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-300-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-40-0.04],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-40-0.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-40-0.5],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-40-1.0],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_reproduces_the_reference[1e-40-1e-08],not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_pole_free_first_kind_traces_and_broadcasts_with_the_same_values,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_third_kind_holds_where_the_reference_implementation_gives_up,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_traced_path_is_the_same_code_and_agrees_to_a_few_ulp,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_trip_count_is_bounded_by_the_argument_range_in_both_directions,not_run,unobserved
tests/test_biotsymmetricelliptic.py::test_the_two_roots_differ_by_the_product_of_the_gaps_exactly,not_run,unobserved
tests/test_biottargetmoments.py::test_flux_target_contracts_three_current_moment_vectors_on_assembled_mesh,not_run,unobserved
tests/test_biottargetmoments.py::test_flux_target_pytree_round_trips_moment_blocks,not_run,unobserved
tests/test_biottargetmoments.py::test_limiter_target_uses_keyword_fields_without_changing_values,not_run,unobserved
tests/test_biottargetmoments.py::test_zero_current_moments_preserve_uniform_contraction_bitwise,not_run,unobserved
tests/test_biottiledassembly.py::test_a_hundredfold_larger_problem_costs_more_tiles_not_more_memory,not_run,unobserved
tests/test_biottiledassembly.py::test_a_streamed_build_matches_the_untiled_operator,not_run,unobserved
tests/test_biottiledassembly.py::test_a_tile_reproduces_the_untiled_kernel,not_run,unobserved
tests/test_biottiledassembly.py::test_every_kernel_call_in_a_tile_has_the_same_shape,not_run,unobserved
tests/test_biottiledassembly.py::test_padding_sections_to_a_common_edge_count_changes_nothing,not_run,unobserved
tests/test_biottiledassembly.py::test_the_store_is_chunked_to_the_tile,not_run,unobserved
tests/test_biottiledassembly.py::test_the_tile_plan_respects_its_byte_budget[1048576],not_run,unobserved
tests/test_biottiledassembly.py::test_the_tile_plan_respects_its_byte_budget[67108864],not_run,unobserved
tests/test_biottiledassembly.py::test_the_tile_plan_respects_its_byte_budget[8388608],not_run,unobserved
tests/test_biottiledassembly.py::test_the_tiles_of_a_plan_cover_the_matrix_exactly_once,not_run,unobserved
tests/test_biottoroidalaverage.py::test_axisymmetric_average_matches_the_native_operator,not_run,unobserved
tests/test_biottoroidalaverage.py::test_tilted_source_average_matches_dense_toroidal_sampling,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_basis_accepts_the_physical_boundary_and_rejects_the_adjacent_exterior[inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_basis_accepts_the_physical_boundary_and_rejects_the_adjacent_exterior[outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_basis_rejects_an_unknown_family_and_a_negative_order,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_columns_solve_the_homogeneous_operator[inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_columns_solve_the_homogeneous_operator[outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_convergent_points_split_at_the_source_focal_circle,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_equilibration_recovers_the_conditioning_the_units_destroy,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_field_columns_are_the_flux_gradient,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_field_columns_are_the_flux_gradient_at_small_focal_distance,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_filament_expansion_needs_a_single_sided_basis,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_filament_expansion_reproduces_the_ring_kernel[source0-inner-0.5],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_filament_expansion_reproduces_the_ring_kernel[source0-outer-1.7],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_filament_expansion_reproduces_the_ring_kernel[source1-inner-0.5],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_filament_expansion_reproduces_the_ring_kernel[source1-outer-1.7],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_filament_expansion_reproduces_the_ring_kernel[source2-inner-0.5],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_filament_expansion_reproduces_the_ring_kernel[source2-outer-1.7],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_coordinates_invert_the_forward_map,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_frame_survives_a_point_on_the_focal_circle,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_gap_is_the_focal_distance_product,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_jacobian_matches_finite_differences_and_is_conformal,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_placement_converges_from_a_coarse_seed[source0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_placement_converges_from_a_coarse_seed[source1],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_placement_converges_from_a_coarse_seed[source2],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_broadcasts_distance_and_angle,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_matches_hundred_decimal_references_through_large_distance,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_promotes_float32_inputs_to_the_coordinate_dtype,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_rejects_the_path_dependent_point_at_infinity,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_reports_only_unrepresentable_coordinate_overflow[0.0-5e-324],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_reports_only_unrepresentable_coordinate_overflow[5e-324-0.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_retains_coordinates_whose_squared_gap_underflows,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_retains_signed_tiny_coordinate_axes[-1e-300-0.0--2.6e+300--0.2],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_retains_signed_tiny_coordinate_axes[0.0--1e-300-0.0--2.6e+300],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_retains_signed_tiny_coordinate_axes[0.0-1e-300-0.0-2.6e+300],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_retains_signed_tiny_coordinate_axes[1e-300-0.0-2.6e+300--0.2],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_retains_signed_tiny_coordinate_axes[1e-300-1e-300-1.3e+300-1.3e+300],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_focal_position_retains_tiny_distance_and_angle_denominators,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_forward_second_kind_climb_is_destroyed_by_the_dominant_solution,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_frame_keeps_the_axis_boundary_while_basis_evaluation_rejects_it,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_held_out_selection_prefers_a_degree_the_probes_resolve,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_iterated_placement_beats_a_fixed_one_at_the_sensor_floor,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_labels_track_the_column_count_and_family_order,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ladder_derivatives_match_finite_differences[False],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ladder_derivatives_match_finite_differences[True],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_large_argument_ladders_match_hundred_decimal_values[ring_legendre_first-reference0-gradient_reference0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_large_argument_ladders_match_hundred_decimal_values[ring_legendre_second-reference1-gradient_reference1],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_distinguishes_boundary_roundoff_from_interior[1e-08-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_distinguishes_boundary_roundoff_from_interior[1e-08-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_distinguishes_boundary_roundoff_from_interior[1e-12-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_distinguishes_boundary_roundoff_from_interior[1e-12-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_distinguishes_boundary_roundoff_from_interior[2.220446049250313e-16-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_distinguishes_boundary_roundoff_from_interior[2.220446049250313e-16-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source0-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source0-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source1-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source1-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source2-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source2-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source3-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_inverts_the_filament_expansion[source3-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_recovers_both_radial_families[focus0-source0-10-123.0-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_recovers_both_radial_families[focus0-source0-10-123.0-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_recovers_both_radial_families[focus1-source1-3--37.0-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_recovers_both_radial_families[focus1-source1-3--37.0-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_recovers_both_radial_families[focus2-source2-6-420000.0-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_recovers_both_radial_families[focus2-source2-6-420000.0-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[3-123.0--1.1-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[3-123.0--1.1-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[3-123.0-0.0-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[3-123.0-0.0-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[3-123.0-0.7-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[3-123.0-0.7-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[6--37.0--1.1-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[6--37.0--1.1-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[6--37.0-0.0-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[6--37.0-0.0-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[6--37.0-0.7-inner],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_locate_source_retains_an_exactly_boundary_supported_distance[6--37.0-0.7-outer],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_order_zero_ladders_keep_the_reflected_adjacent_value[ring_legendre_first],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_order_zero_ladders_keep_the_reflected_adjacent_value[ring_legendre_second],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_probe_array_position_error_at_the_measured_sensor_floor,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_probe_array_recovers_a_filament_without_noise,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_probe_array_recovers_filament_flux_where_no_probe_looked,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_projection_is_the_axis_weighted_field,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_boundary_survives_the_physical_coordinate_round_trip,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_domain_boundary_matches_a_hundred_decimal_arbiter[ring_legendre_first-reference0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_domain_boundary_matches_a_hundred_decimal_arbiter[ring_legendre_second-reference1],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_just_below_the_public_boundary[ring_legendre_first],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_just_below_the_public_boundary[ring_legendre_second],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_the_axis_boundary_and_nonfinite_arguments[1.0-ring_legendre_first],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_the_axis_boundary_and_nonfinite_arguments[1.0-ring_legendre_second],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_the_axis_boundary_and_nonfinite_arguments[inf-ring_legendre_first],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_the_axis_boundary_and_nonfinite_arguments[inf-ring_legendre_second],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_the_axis_boundary_and_nonfinite_arguments[nan-ring_legendre_first],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_radial_ladders_reject_the_axis_boundary_and_nonfinite_arguments[nan-ring_legendre_second],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[False-1.05],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[False-1.3],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[False-2.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[False-30.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[False-300.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[False-5.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[True-1.05],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[True-1.3],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[True-2.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[True-30.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[True-300.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_ring_ladders_match_the_integral_representation[True-5.0],not_run,unobserved
tests/test_biottoroidalharmonic.py::test_significance_cut_discards_directions_the_noise_buries,not_run,unobserved
tests/test_biottoroidalharmonic.py::test_two_filament_shortfall_grows_with_separation,not_run,unobserved
tests/test_biotzeta.py::test_batched_path_matches_the_numpy_rule,not_run,unobserved
tests/test_biotzeta.py::test_batched_precision_is_selected_per_evaluator,not_run,unobserved
tests/test_biotzeta.py::test_blocking_does_not_change_the_result,not_run,unobserved
tests/test_biotzeta.py::test_coherent_rule_selection_routes_whole_physical_corner_rows,not_run,unobserved
tests/test_biotzeta.py::test_engagement_threshold_keeps_a_factor_of_two_in_reserve,not_run,unobserved
tests/test_biotzeta.py::test_fast_path_holds_as_alpha_approaches_the_upper_singularity,not_run,unobserved
tests/test_biotzeta.py::test_fast_path_meets_the_gate,not_run,unobserved
tests/test_biotzeta.py::test_gauss_legendre_covers_the_region_it_is_engaged_on,not_run,unobserved
tests/test_biotzeta.py::test_midpoint_reference_is_reproduced_where_it_is_accurate,not_run,unobserved
tests/test_biotzeta.py::test_near_plane_rule_carries_the_region_gauss_legendre_cannot,not_run,unobserved
tests/test_biotzeta.py::test_node_counts_are_fixed,not_run,unobserved
tests/test_biotzeta.py::test_reference_is_converged[0.2-0.0-1.5707963267948963],not_run,unobserved
tests/test_biotzeta.py::test_reference_is_converged[0.2-0.0-1.5707963267948966],not_run,unobserved
tests/test_biotzeta.py::test_reference_is_converged[0.2-1e-06-1.5697963267948967],not_run,unobserved
tests/test_biotzeta.py::test_reference_is_converged[20.0-10.0-0.05],not_run,unobserved
tests/test_biotzeta.py::test_reference_is_converged[5.0-0.1-1.4],not_run,unobserved
tests/test_biotzeta.py::test_result_takes_the_broadcast_shape,not_run,unobserved
tests/test_biotzeta.py::test_traced_rule_resolves_a_floating_dtype[arguments0-dtype0-2e-15],not_run,unobserved
tests/test_biotzeta.py::test_traced_rule_resolves_a_floating_dtype[arguments1-dtype1-2e-06],not_run,unobserved
tests/test_biotzeta.py::test_zero_extent_holds_every_integrand_operand_and_tangent,not_run,unobserved
tests/test_biotzeta.py::test_zeta_is_even_in_alpha_and_vanishes_at_zero,not_run,unobserved
tests/test_bokeh.py::test_attributes,not_run,unobserved
tests/test_bokeh.py::test_getitem,not_run,unobserved
tests/test_bokeh.py::test_named_setitem,not_run,unobserved
tests/test_bokeh.py::test_setitem,not_run,unobserved
tests/test_branch_selection.py::test_admissibility_disqualifies_an_otherwise_converged_cold_candidate[admissibility0-1],not_run,unobserved
tests/test_branch_selection.py::test_admissibility_disqualifies_an_otherwise_converged_cold_candidate[admissibility1-0],not_run,unobserved
tests/test_branch_selection.py::test_both_valid_on_cold_start_use_the_declared_scenario_class,not_run,unobserved
tests/test_branch_selection.py::test_branch_disappearance_switches_immediately,not_run,unobserved
tests/test_branch_selection.py::test_neither_valid_returns_no_selected_branch,not_run,unobserved
tests/test_branch_selection.py::test_persistent_admissibility_transition_switches_once_at_declared_slice,not_run,unobserved
tests/test_branch_selection.py::test_policy_rejects_a_zero_persistence_threshold,not_run,unobserved
tests/test_branch_selection.py::test_selection_is_referentially_transparent,not_run,unobserved
tests/test_branch_selection.py::test_selection_receipt_records_policy_criteria_and_switch_reason,not_run,unobserved
tests/test_branch_selection.py::test_sole_valid_branch_wins_without_history[available0-0],not_run,unobserved
tests/test_branch_selection.py::test_sole_valid_branch_wins_without_history[available1-1],not_run,unobserved
tests/test_branch_selection.py::test_tied_valid_branches_preserve_history[0],not_run,unobserved
tests/test_branch_selection.py::test_tied_valid_branches_preserve_history[1],not_run,unobserved
tests/test_branch_selection.py::test_topology_inconsistency_disqualifies_a_converged_candidate,not_run,unobserved
tests/test_callstate.py::test_append,not_run,unobserved
tests/test_callstate.py::test_attrs,not_run,unobserved
tests/test_callstate.py::test_clear,not_run,unobserved
tests/test_callstate.py::test_setitem_error,not_run,unobserved
tests/test_callstate.py::test_type,not_run,unobserved
tests/test_chain_factory.py::test_boundary_termination_reason[read0-no closed axis-connected surface],not_run,unobserved
tests/test_chain_factory.py::test_boundary_termination_reason[read1-x-point saddle bound the separatrix],not_run,unobserved
tests/test_chain_factory.py::test_boundary_termination_reason[read2-x-point saddle remained unresolved],not_run,unobserved
tests/test_chain_factory.py::test_boundary_termination_reason[read3-wall tangency with no saddle candidate],not_run,unobserved
tests/test_chain_factory.py::test_factory_returns_production_solver_types,not_run,unobserved
tests/test_circuit_linkage.py::test_drive_linkage_averages_a_merged_channel_on_both_sides,not_run,unobserved
tests/test_circuit_linkage.py::test_linkage_matrix_is_symmetric_and_positive,not_run,unobserved
tests/test_circuit_linkage.py::test_median_section_scale_is_machine_intrinsic,not_run,unobserved
tests/test_circuit_linkage.py::test_section_averaged_linkage_matches_centroid_far_field_and_is_symmetric,not_run,unobserved
tests/test_circuit_linkage.py::test_section_points_large_element_grid_is_area_faithful,not_run,unobserved
tests/test_circuit_linkage.py::test_section_points_small_element_stays_at_the_centroid,not_run,unobserved
tests/test_circuit_linkage.py::test_thin_shell_resistance_uses_the_true_cross_section,not_run,unobserved
tests/test_circuit_linkage.py::test_winding_enclosed_by_a_thin_case_couples_strongly_below_unity,not_run,unobserved
tests/test_circuit_passive.py::test_a_held_back_channel_never_becomes_a_drive_column,not_run,unobserved
tests/test_circuit_passive.py::test_bad_resistance_multipliers_fail_loud,not_run,unobserved
tests/test_circuit_passive.py::test_circuit_system_and_eigenbasis_round_trip,not_run,unobserved
tests/test_circuit_passive.py::test_constant_drive_leaves_no_eddy_state,not_run,unobserved
tests/test_circuit_passive.py::test_eddy_history_matches_dense_sub_step_integration,not_run,unobserved
tests/test_circuit_passive.py::test_jax_scan_precision_is_selected_per_call,not_run,unobserved
tests/test_circuit_passive.py::test_plasma_drive_adds_a_transient_the_coils_alone_do_not,not_run,unobserved
tests/test_circuit_passive.py::test_pre_slice_plasma_flux_follows_the_measured_current,not_run,unobserved
tests/test_circuit_passive.py::test_raw_cadence_equals_slice_cadence_for_a_piecewise_linear_drive,not_run,unobserved
tests/test_circuit_passive.py::test_reduction_keeps_the_most_relevant_modes_slowest_first,not_run,unobserved
tests/test_circuit_passive.py::test_shell_vessel_decay_times_are_physical,not_run,unobserved
tests/test_circuit_passive.py::test_state_decays_purely_once_the_drive_stops,not_run,unobserved
tests/test_circuit_passive.py::test_the_three_integrators_agree,not_run,unobserved
tests/test_circuit_passive.py::test_uniform_resistance_multiplier_scales_every_decay_time,not_run,unobserved
tests/test_circuit_passive.py::test_uniform_tau_scale_scales_the_decay_exactly,not_run,unobserved
tests/test_circuit_passive.py::test_voltage_drive_matches_the_reference_and_its_steady_state,not_run,unobserved
tests/test_circuit_resistance.py::test_a_series_wired_pair_predicts_both_channels_equal,not_run,unobserved
tests/test_circuit_resistance.py::test_adjacency_stamp_couples_a_pair_and_stays_positive_definite,not_run,unobserved
tests/test_circuit_resistance.py::test_an_empty_structure_reduces_to_the_diagonal_model,not_run,unobserved
