nodeid,first,last
tests/test_mast_seed_parameters.py::test_the_p2_packs_are_published_as_separately_fed,not_run,unobserved
tests/test_mast_seed_parameters.py::test_the_record_names_the_measurement_that_would_identify_a_resistance,not_run,unobserved
tests/test_mast_seed_parameters.py::test_the_supply_inventory_stays_unauthorable,not_run,unobserved
tests/test_mast_seed_parameters.py::test_toroidal_field_detail_is_absent_without_blocking_the_forward_model,not_run,unobserved
tests/test_mast_seed_parameters.py::test_turns_are_the_only_axisymmetric_forward_model_blocker,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_channel_off_its_own_clock_is_refused_rather_than_aligned,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_coil_publishing_two_channels_measures_its_own_turn_count,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_conductor_current_is_the_ampere_turns_over_the_turns,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_current_row_carries_the_source_convention_and_is_unscaled_by_it,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_beyond_the_tolerance_is_a_gap_and_not_a_match,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_cc01-0],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_cc10-9],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_p2l_1-28],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_p2u_1-10],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_p3u_4-17],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_p4u_4-21],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_p5l_4-43],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_p6l_2-45],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_indexes_a_fixed_layout[fl_p6u_1-26],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_channel_name_survives_being_parsed,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_loop_reaches_the_described_loop_it_sits_on,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_measured_loop_flux_carries_no_further_two_pi,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_pack_total_is_its_coil_plus_its_case_to_the_last_bit[13500],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_pack_total_is_its_coil_plus_its_case_to_the_last_bit[15000],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_pack_total_is_paired_with_the_two_terms_it_sums,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_pack_total_reaches_neither_term_by_a_fixed_factor,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_probe_channel_landing_on_another_family_is_refused,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_probe_field_is_untouched_by_the_conventions,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_recorded_shot_reports_a_dense_corrected_payload_per_slice,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_set_level_channel_names_the_conductors_it_spans,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_set_level_channel_names_the_rows_that_already_carry_it,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_set_total_is_its_two_packs_plus_its_case_to_the_last_bit[13500],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_set_total_is_its_two_packs_plus_its_case_to_the_last_bit[15000],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_set_without_a_measured_case_carries_no_pack_total_row,not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_shot_round_trips_through_the_description[13500],not_run,unobserved
tests/test_mast_solve_inputs.py::test_a_shot_round_trips_through_the_description[15000],not_run,unobserved
tests/test_mast_solve_inputs.py::test_an_unrecognised_loop_channel_is_refused,not_run,unobserved
tests/test_mast_solve_inputs.py::test_an_unset_turn_count_blocks_a_channel_rather_than_defaulting_it,not_run,unobserved
tests/test_mast_solve_inputs.py::test_both_field_polarities_reach_the_description_unflipped,not_run,unobserved
tests/test_mast_solve_inputs.py::test_each_probe_channel_reads_the_sensor_it_is_mapped_to[13500],not_run,unobserved
tests/test_mast_solve_inputs.py::test_each_probe_channel_reads_the_sensor_it_is_mapped_to[15000],not_run,unobserved
tests/test_mast_solve_inputs.py::test_every_blocked_channel_states_an_unmet_condition,not_run,unobserved
tests/test_mast_solve_inputs.py::test_every_pack_total_names_the_two_channels_it_sums,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_description_leaves_exactly_one_coil_pair_unserved,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_direct_measurement_fills_the_dictionary_field,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_excitation_group_is_fully_accounted_for,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_loop_channel_blocks_account_for_every_reconstruction_loop,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_loop_channel_numbering_is_the_reconstruction_index[13500],not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_loop_channel_numbering_is_the_reconstruction_index[15000],not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_loop_flux_rows_serve_the_measured_total_flux,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_loop_join_is_a_property_of_the_configuration,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_measured_case_currents_share_one_dictionary_field,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_plasma_current_row_scales_the_unit_and_nothing_else,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_served_rows_cover_every_described_probe,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_shard_contract_carries_corrected_values_and_their_dispositions,not_run,unobserved
tests/test_mast_solve_inputs.py::test_the_toroidal_field_is_blocked_by_the_description_not_the_source,not_run,unobserved
tests/test_mast_solve_inputs.py::test_two_channels_never_claim_one_described_loop,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_a_clean_single_coil_shot_recovers_its_turn_count,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_a_group_without_a_section_is_refused,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_a_published_interval_is_never_narrower_than_its_disagreement,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_a_shot_without_a_baseline_window_is_refused,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_aggregate_reports_spread_across_shots,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_an_unseen_coil_is_refused_rather_than_fitted,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_an_up_down_pair_driven_together_still_separates,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_authored_turns_omit_the_coils_no_shot_could_see,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_axis_assignment_changes_the_predicted_component,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_case_grouping_is_up_down_symmetric,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_case_plates_group_onto_the_coil_set_they_enclose,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_case_side_folds_winding_packs_onto_one_case,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_each_coil_states_which_route_established_its_count,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_every_active_component_has_one_drive_channel,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_every_identified_coil_has_positive_polarity,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_fitted_evidence_is_a_valid_ledger,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_fitted_turns_predict_a_shot_they_were_not_fitted_on,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_idle_coils_do_not_label_a_shot,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_one_coil_disagrees_and_the_record_says_so,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_passive_coupling_covers_every_group,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_plasma_shots_are_refused_with_their_reason,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_polarity_is_recovered_with_the_turn_count,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_probe_blocks_join_in_channel_order,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_probes_inside_a_pack_are_never_admitted,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_refined_artifact_is_reproducible,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_refined_artifact_keeps_the_machine_it_describes,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_refined_ids_carry_the_fitted_turns_and_axis,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_refinement_narrows_the_forward_model_blockers,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_response_scales_with_current_and_turns,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_sensitive_axis_is_a_unit_vector,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_series_partner_and_hold_time_gate_isolation,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_split_never_shares_a_shot_or_a_withheld_family,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_standoff_uses_the_pack_width_not_its_diagonal,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_the_blanket_probe_angle_claim_is_narrowed,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_the_measured_saddle_geometry_survives_the_refinement,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_the_published_count_is_corroborated_by_an_independent_fit,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_the_refined_artifact_carries_its_own_drive_semantics,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_the_refined_ids_carry_the_sourced_circuit_junctions,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_the_solenoid_turn_count_doubles_its_fitted_multiplier,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_two_packs_sharing_a_waveform_and_a_place_are_refused,not_run,unobserved
tests/test_mast_vacuum_refinement.py::test_unrecognised_channel_is_refused,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_coil_with_no_promoted_weight_is_refused,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_degenerate_grid_or_fill_is_refused,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_displaced_outline_is_not_a_layout,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_driven_error_field_channel_refuses_the_shot,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_layout_cannot_move_a_pooled_amplitude_by_a_tenth_of_a_percent[p4_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_layout_cannot_move_a_pooled_amplitude_by_a_tenth_of_a_percent[p4_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_layout_cannot_move_a_pooled_amplitude_by_a_tenth_of_a_percent[p5_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_layout_cannot_move_a_pooled_amplitude_by_a_tenth_of_a_percent[p5_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_layout_is_invisible_beyond_two_pack_widths,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_layout_needs_a_coil_the_response_carries,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_planted_displacement_is_recovered,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_planted_layout_is_recovered,not_run,unobserved
tests/test_mast_winding_lattice.py::test_a_quiet_bank_admits_the_shot,not_run,unobserved
tests/test_mast_winding_lattice.py::test_an_exact_model_leaves_no_residual,not_run,unobserved
tests/test_mast_winding_lattice.py::test_an_unrecorded_error_field_channel_is_never_quiescent,not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape0-p4_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape0-p4_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape0-p5_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape0-p5_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape1-p4_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape1-p4_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape1-p5_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape1-p5_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape2-p4_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape2-p4_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape2-p5_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_chamfer_vacates_exactly_one_position[shape2-p5_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_channel_deltas_report_every_probe_both_ways,not_run,unobserved
tests/test_mast_winding_lattice.py::test_insulation_thickness_cannot_change_the_turn_count[p4_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_insulation_thickness_cannot_change_the_turn_count[p4_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_insulation_thickness_cannot_change_the_turn_count[p5_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_insulation_thickness_cannot_change_the_turn_count[p5_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_missing_samples_do_not_bias_the_amplitude,not_run,unobserved
tests/test_mast_winding_lattice.py::test_one_section_is_the_uniform_outline,not_run,unobserved
tests/test_mast_winding_lattice.py::test_only_three_grids_reproduce_the_count_on_every_coil,not_run,unobserved
tests/test_mast_winding_lattice.py::test_planted_channel_gains_are_recovered_off_the_far_field,not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_layout_moves_the_current_inboard_and_toward_the_midplane[p4_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_layout_moves_the_current_inboard_and_toward_the_midplane[p4_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_layout_moves_the_current_inboard_and_toward_the_midplane[p5_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_layout_moves_the_current_inboard_and_toward_the_midplane[p5_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_vacated_position_is_the_outboard_corner_off_the_midplane[p4_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_vacated_position_is_the_outboard_corner_off_the_midplane[p4_upper],not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_vacated_position_is_the_outboard_corner_off_the_midplane[p5_lower],not_run,unobserved
tests/test_mast_winding_lattice.py::test_the_vacated_position_is_the_outboard_corner_off_the_midplane[p5_upper],not_run,unobserved
tests/test_mastcocos.py::test_axis_flux_extremum_is_not_a_convention_invariant,not_run,unobserved
tests/test_mastcocos.py::test_both_sign_cohorts_are_cocos_three[forward-cohort0],not_run,unobserved
tests/test_mastcocos.py::test_both_sign_cohorts_are_cocos_three[reversed-cohort1],not_run,unobserved
tests/test_mastcocos.py::test_conductor_subdivision_does_not_change_physical_geometry,not_run,unobserved
tests/test_mastcocos.py::test_corpus_sample_re_derives_cocos_three,not_run,unobserved
tests/test_mastcocos.py::test_corrupt_geometry_is_not_a_configuration,not_run,unobserved
tests/test_mastcocos.py::test_curve_subdivision_does_not_change_geometry,not_run,unobserved
tests/test_mastcocos.py::test_diagnostic_pose_and_orientation_are_physical_identity[magpr_ang-0.2],not_run,unobserved
tests/test_mastcocos.py::test_diagnostic_pose_and_orientation_are_physical_identity[magpr_r-0.02],not_run,unobserved
tests/test_mastcocos.py::test_flux_loop_ratio_measures_the_two_pi[11794],not_run,unobserved
tests/test_mastcocos.py::test_flux_loop_ratio_measures_the_two_pi[12417],not_run,unobserved
tests/test_mastcocos.py::test_flux_loop_ratio_measures_the_two_pi[18502],not_run,unobserved
tests/test_mastcocos.py::test_pressure_gradient_cross_checks_sigma_bp[forward-cohort0],not_run,unobserved
tests/test_mastcocos.py::test_pressure_gradient_cross_checks_sigma_bp[reversed-cohort1],not_run,unobserved
tests/test_mastcocos.py::test_raw_setup_fingerprints_share_one_physical_geometry,not_run,unobserved
tests/test_mastcocos.py::test_shot_ranges_do_not_hide_a_configuration_change_across_a_gap,not_run,unobserved
tests/test_mastcocos.py::test_shot_ranges_keep_unreadable_evidence_explicit,not_run,unobserved
tests/test_mastcocos.py::test_shot_resolves_to_a_known_fingerprint[11794],not_run,unobserved
tests/test_mastcocos.py::test_shot_resolves_to_a_known_fingerprint[12417],not_run,unobserved
tests/test_mastcocos.py::test_shot_resolves_to_a_known_fingerprint[18502],not_run,unobserved
tests/test_mastcocos.py::test_source_digits_give_cocos_three,not_run,unobserved
tests/test_mastcocos.py::test_table_is_a_bijection,not_run,unobserved
tests/test_mastcocos.py::test_target_digits_give_cocos_seventeen,not_run,unobserved
tests/test_mastcocos.py::test_target_q_is_negative_for_the_forward_cohort,not_run,unobserved
tests/test_mastcocos.py::test_transform_flips_only_the_q_sign_and_scales_psi,not_run,unobserved
tests/test_mastcocos.py::test_transformed_quantities_read_back_as_cocos_seventeen[forward-cohort0],not_run,unobserved
tests/test_mastcocos.py::test_transformed_quantities_read_back_as_cocos_seventeen[reversed-cohort1],not_run,unobserved
tests/test_mastcocos.py::test_true_conductor_relocation_changes_physical_geometry,not_run,unobserved
tests/test_measurement_provenance.py::test_clean_checkout_emits_its_commit_stamp,not_run,unobserved
tests/test_measurement_provenance.py::test_modified_tracked_file_prevents_a_stamp,not_run,unobserved
tests/test_measurement_provenance.py::test_non_repository_prevents_a_stamp,not_run,unobserved
tests/test_metaframe.py::test_clear,not_run,unobserved
tests/test_metaframe.py::test_clear_required,not_run,unobserved
tests/test_metaframe.py::test_extend_additional,not_run,unobserved
tests/test_metaframe.py::test_init_metaframe,not_run,unobserved
tests/test_metaframe.py::test_init_metamethod,not_run,unobserved
tests/test_metaframe.py::test_metadata,not_run,unobserved
tests/test_metaframe.py::test_replace_required,not_run,unobserved
tests/test_metaframe.py::test_required_number,not_run,unobserved
tests/test_metaframe.py::test_type_error,not_run,unobserved
tests/test_multipoint.py::test_data_init_multipoint_false,not_run,unobserved
tests/test_multipoint.py::test_data_init_multipoint_true,not_run,unobserved
tests/test_multipoint.py::test_default_multipoint_true,not_run,unobserved
tests/test_multipoint.py::test_drop,not_run,unobserved
tests/test_multipoint.py::test_drop_indexer,not_run,unobserved
tests/test_multipoint.py::test_frame_columns_multipoint,not_run,unobserved
tests/test_multipoint.py::test_generate_key_attribute_true,not_run,unobserved
tests/test_multipoint.py::test_generate_multi,not_run,unobserved
tests/test_multipoint.py::test_generate_single,not_run,unobserved
tests/test_multipoint.py::test_generate_single_float,not_run,unobserved
tests/test_multipoint.py::test_insert_multipoint_default_false,not_run,unobserved
tests/test_multipoint.py::test_insert_multipoint_default_float,not_run,unobserved
tests/test_multipoint.py::test_insert_multipoint_default_true,not_run,unobserved
tests/test_multipoint.py::test_link_avalible,not_run,unobserved
tests/test_multipoint.py::test_link_sort_normal,not_run,unobserved
tests/test_multipoint.py::test_link_sort_reverse,not_run,unobserved
tests/test_netcdf.py::test_filepath_suffix,not_run,unobserved
tests/test_netcdf.py::test_store_load_roundtrip,not_run,unobserved
tests/test_netcdf.py::test_store_overwrite_replaces_group,not_run,unobserved
tests/test_netcdf.py::test_subgroup,not_run,unobserved
tests/test_null_benchmark_precision.py::test_field_null_benchmark_declares_resolved_precision[fieldnull_candidate_audit],not_run,unobserved
tests/test_null_benchmark_precision.py::test_field_null_benchmark_declares_resolved_precision[fieldnull_gpu_throughput],not_run,unobserved
tests/test_null_benchmark_precision.py::test_field_null_benchmark_declares_resolved_precision[fieldnull_precision_audit],not_run,unobserved
tests/test_null_benchmark_precision.py::test_field_null_benchmark_declares_resolved_precision[fieldnull_production_route],not_run,unobserved
tests/test_null_benchmark_precision.py::test_field_null_benchmark_declares_resolved_precision[null_stack_route],not_run,unobserved
tests/test_null_benchmark_precision.py::test_field_null_benchmark_declares_resolved_precision[select_precision_contract],not_run,unobserved
tests/test_null_benchmark_precision.py::test_field_null_benchmark_declares_resolved_precision[stencil_null_route],not_run,unobserved
tests/test_overlap.py::test_number_getter[10-10],not_run,unobserved
tests/test_overlap.py::test_number_getter[10-None],not_run,unobserved
tests/test_overlap.py::test_number_getter[None-10],not_run,unobserved
tests/test_overlap.py::test_number_getter[None-None],not_run,unobserved
tests/test_overlap.py::test_number_setter,not_run,unobserved
tests/test_overlap.py::test_symetric[circle],not_run,unobserved
tests/test_overlap.py::test_symetric[cylinder],not_run,unobserved
tests/test_parity_chain.py::test_nonfinite_trace_row_reports_zero_convergence,not_run,unobserved
tests/test_parity_chain.py::test_pilot_shot_runs_the_scored_chain_end_to_end,not_run,unobserved
tests/test_parity_chain.py::test_profile_reproduction_is_current_density_rms_against_grid_read,not_run,unobserved
tests/test_parity_chain.py::test_scorecard_refuses_an_unregistered_metric,not_run,unobserved
tests/test_parity_flux_ledger.py::test_bound_is_read_from_the_registered_temporal_tolerance,not_run,unobserved
tests/test_parity_flux_ledger.py::test_every_frozen_shot_is_reported_with_pass_fail_or_reason,not_run,unobserved
tests/test_parity_flux_ledger.py::test_invalid_shot_names_the_ledger_failure,not_run,unobserved
tests/test_parity_flux_ledger.py::test_shot_report_carries_verdict_flux_consumption_and_profile_separation,not_run,unobserved
tests/test_parity_gate.py::test_bank_covers_all_six_shots_and_all_registered_fields,not_run,unobserved
tests/test_parity_gate.py::test_completed_chain_with_no_reference_rows_remains_available_for_skipping,not_run,unobserved
tests/test_parity_gate.py::test_failed_shot_is_named_while_remaining_shots_continue,not_run,unobserved
tests/test_parity_gate.py::test_frozen_cohort_aggregation_banks_each_shot_and_metric_verdict,not_run,unobserved
tests/test_parity_gate.py::test_frozen_cohort_names_unbanked_shots_not_attempted,not_run,unobserved
tests/test_parity_gate.py::test_nonfinite_metric_is_a_scored_failure_not_a_skip,not_run,unobserved
tests/test_parity_gate.py::test_nonfinite_trace_is_retained_as_zero_convergence,not_run,unobserved
tests/test_parity_gate.py::test_partition_aggregation_rejects_a_coverage_gap,not_run,unobserved
tests/test_parity_gate.py::test_partition_aggregation_requires_exact_coverage_and_banks_boundaries,not_run,unobserved
tests/test_parity_gate.py::test_production_scorer_passes_only_factory_components_to_refereed_chain,not_run,unobserved
tests/test_parity_gate.py::test_production_slice_uses_full_shot_sensor_scale,not_run,unobserved
tests/test_parity_gate.py::test_profile_reproduction_and_fixed_point_defect_remain_distinct,not_run,unobserved
tests/test_parity_gate.py::test_seed_preparation_catches_only_typed_unsupported_slices,not_run,unobserved
tests/test_parity_gate.py::test_shot_budget_names_unattempted_remainder_and_prints_overall_fractions,not_run,unobserved
tests/test_parity_gate.py::test_unsupported_first_slice_is_skipped_and_later_slices_are_scored,not_run,unobserved
tests/test_parity_tolerances.py::test_a_scorecard_cannot_be_scored_with_missing_or_unregistered_metrics,not_run,unobserved
tests/test_parity_tolerances.py::test_each_bound_direction_and_nonfinite_failure_are_enforced,not_run,unobserved
tests/test_parity_tolerances.py::test_every_scorecard_field_has_one_documented_numeric_tolerance,not_run,unobserved
tests/test_parity_tolerances.py::test_magnetics_budget_classes_change_only_the_measured_residual_bound,not_run,unobserved
tests/test_parity_tolerances.py::test_metric_identity_keeps_every_existing_bound_and_registers_solver_health,not_run,unobserved
tests/test_parity_tolerances.py::test_the_seeded_held_out_extension_is_pinned_across_campaigns_and_polarities,not_run,unobserved
tests/test_plasmawall_first_wall.py::test_nwall_counts_nodes_per_first_wall_segment,not_run,unobserved
tests/test_plasmawall_first_wall.py::test_plasmagrid_tessellation_uses_the_full_first_wall,not_run,unobserved
tests/test_plasmawall_first_wall.py::test_plasmawall_reads_the_full_first_wall,not_run,unobserved
tests/test_plot_import.py::test_core_import_graph_is_matplotlib_free,not_run,unobserved
tests/test_point.py::test_data[shape0],not_run,unobserved
tests/test_point.py::test_data[shape1],not_run,unobserved
tests/test_point.py::test_data[shape2],not_run,unobserved
tests/test_point.py::test_shape[shape0],not_run,unobserved
tests/test_point.py::test_shape[shape1],not_run,unobserved
tests/test_point.py::test_shape[shape2],not_run,unobserved
tests/test_point.py::test_shape[shape3],not_run,unobserved
tests/test_point.py::test_shape[shape4],not_run,unobserved
tests/test_point.py::test_shape[shape5],not_run,unobserved
tests/test_point.py::test_shape_error[shape0],not_run,unobserved
tests/test_point.py::test_shape_error[shape1],not_run,unobserved
tests/test_point.py::test_shape_error[shape2],not_run,unobserved
tests/test_pointconstraint.py::test_constraint_point_index,not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[False-False-0],not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[False-False-1],not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[False-True-0],not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[False-True-1],not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[True-False-0],not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[True-False-1],not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[True-True-0],not_run,unobserved
tests/test_pointconstraint.py::test_control_fit[True-True-1],not_run,unobserved
tests/test_pointconstraint.py::test_control_midpoints,not_run,unobserved
tests/test_pointconstraint.py::test_control_normal,not_run,unobserved
tests/test_pointconstraint.py::test_control_plot[False-False],not_run,unobserved
tests/test_pointconstraint.py::test_control_plot[False-True],not_run,unobserved
tests/test_pointconstraint.py::test_control_plot[True-False],not_run,unobserved
tests/test_pointconstraint.py::test_control_plot[True-True],not_run,unobserved
tests/test_pointconstraint.py::test_flux_update,not_run,unobserved
tests/test_pointconstraint.py::test_null_plot,not_run,unobserved
tests/test_pointconstraint.py::test_plot_constraint,not_run,unobserved
tests/test_pointconstraint.py::test_point_index_error,not_run,unobserved
tests/test_polygen.py::test_bound_square_area,not_run,unobserved
tests/test_polygen.py::test_disc_area,not_run,unobserved
tests/test_polygen.py::test_ellipse_area,not_run,unobserved
tests/test_polygen.py::test_rectangle_area,not_run,unobserved
tests/test_polygen.py::test_skin_area,not_run,unobserved
tests/test_polygen.py::test_x_centroid,not_run,unobserved
tests/test_polygen.py::test_y_centroid,not_run,unobserved
tests/test_polygeom.py::test_bbox_length_thickness,not_run,unobserved
tests/test_polygeom.py::test_box_cross_section,not_run,unobserved
tests/test_polygeom.py::test_circle_centroid,not_run,unobserved
tests/test_polygeom.py::test_circle_delta,not_run,unobserved
tests/test_polygeom.py::test_circular_cross_section,not_run,unobserved
tests/test_polygeom.py::test_dict_length_thickness,not_run,unobserved
tests/test_polygeom.py::test_free_aspect,not_run,unobserved
tests/test_polygeom.py::test_loop_length_thickness,not_run,unobserved
tests/test_polygeom.py::test_other_delta,not_run,unobserved
tests/test_polygeom.py::test_polyname,not_run,unobserved
tests/test_polygeom.py::test_rectangular_cross_section,not_run,unobserved
tests/test_polygeom.py::test_section_name,not_run,unobserved
tests/test_polygeom.py::test_skin_cross_section,not_run,unobserved
tests/test_polygon.py::test_free_aspect,not_run,unobserved
tests/test_polygon.py::test_invalid_cross_section,not_run,unobserved
tests/test_polygon.py::test_polygon_bbox,not_run,unobserved
tests/test_polygon.py::test_polygon_dict,not_run,unobserved
tests/test_polygon.py::test_polygon_disc,not_run,unobserved
tests/test_polygon.py::test_polygon_disc_max_min,not_run,unobserved
tests/test_polygon.py::test_polygon_eq,not_run,unobserved
tests/test_polygon.py::test_polygon_eq_dual_source,not_run,unobserved
tests/test_polygon.py::test_polygon_loop,not_run,unobserved
tests/test_polygon.py::test_polygon_multi_dict,not_run,unobserved
